"Finished","ID","SolarEnergy_1_1","SolarEnergy_2_1","HCost_1_1","HCost_2_1","CompSpend_1_1","CompSpend_2_1","CompSpend_3_1","MATH_1_1","MATH_2_1","LossAgr_1_1","LossAgr_2_1","LossAgr_3_1","AvgTemp_1_1","AvgTemp_2_1","AvgTemp_3_1","Extinction_Total_4","Extinction_AI_4","GCR_Total_4","GCR_AI_4","Extinction_Totalhalf_4","Extinction_AIhalf_4","GCR_Totalhalf_4","GCR_AIhalf_4","ExtinctionTotal_conf","ExtinctionAI_conf","GCR_Total_conf","GCR_AI_conf","ExtTotalHalf_conf","ExtAIhalf_conf","GCR_Totalhalf_conf","GCR_AIhalf_conf"
"True","PO1W0Dqi2Nk",0.04,0.025,1.8,1.4,2.5e+11,3.7e+11,1.44e+12,90,99.98,1e-06,1e-06,1e-06,1.2,1.5,1.4,NA,NA,NA,NA,1e+07,2.5e+07,500,1e+05,"","","","","Yes","Yes","Yes","Yes"
"True","PJtE6mcNxCj",NA,NA,8,NA,1.5e+08,2e+08,NA,NA,NA,NA,NA,NA,0.2,0.5,1,7,12,7,5,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PNOQohWXQpx",0.045,0.028,6,3.5,7.5e+08,8e+09,8e+10,94,98,0.01,0.02,0.05,2,3,5,5e+08,1e+11,5e+05,1e+10,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PxUOEMFirMl",0.07,0.04,1.4,1,5e+11,1.1e+12,3e+14,100,100,0.5,15,80,1.4,2,2.5,25,33,6,12,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PCrsD4NtpMJ",5,3,3,1.3,1.5e+11,1.75e+11,2e+11,65,90,0,0,0,1.2,1.5,1.9,NA,NA,NA,NA,2e+05,5e+05,2000,10000,"","","","","Yes","Yes","Yes","Yes"
"True","P1lyU9dv37Z",0.04,0.01,4,0.4,1.6e+11,2e+11,4e+11,6.5,13,0,0.1,1,1.2,1.5,2,1.5e+08,3.5e+08,1e+06,1e+08,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","Pp8htGBZ42V",1,0.96,2.8,2,150000,250000,6e+05,15,30,1e-10,1e-07,1e-04,1.2,2,1.7,NA,NA,NA,NA,1e+10,1e+14,1e+08,1e+10,"","","","","Yes","Yes","Yes","Yes"
"True","Ple0cQUY2l0",6,4,8,5,186000,356000,20500000,30,80,0,0,0,1,1.2,1.8,1e+07,2e+07,250000,1.5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PzzQCluHShQ",0.06,0.02,1.3,1,1.45e+08,2.15e+08,4e+08,86,90,1e-06,5e-05,1e-04,0.15,0.3,0.1,NA,NA,NA,NA,1e+07,1e+08,1e+06,1e+06,"","","","","Yes","Yes","Yes","Yes"
"True","PPCevaWvmv5",9,4,5,1.3,150000,180000,120000,91,94,0,10,50,2,3,4,NA,NA,NA,NA,216,2000,10,10,"","","","","Yes","Yes","Yes","Yes"
"True","Psp3J8DeFqz",0.04,0.02,4.7,2.1,210000,320000,4e+05,90,93,0.7,1.9,6.4,1.4,2.1,3.7,NA,NA,NA,NA,15,25,3,5,"","","","","Yes","Yes","Yes","Yes"
"True","PKxng6AzDS5",13.5,14.3,5.5,2,3e+11,3.5e+11,4e+11,21.6,34.7,5,10,60,0.32,0.64,0.2,2e+08,6e+08,5e+05,6e+05,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PsdrRhvb1Du",1.5e+07,4.5e+07,5,2,1.5e+08,2e+08,1e+08,80,100,2,15,15,30,50,50,NA,NA,NA,NA,2e+06,5e+06,2e+05,50000,"","","","","Yes","Yes","Yes","Yes"
"True","PkogxyiRsdv",0.7,0.5,2.5,2.2,120000,160000,170000,8.7,26,0,0.01,2,2,2.2,2.5,1e+19,1e+28,1e+10,1e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PyQ1nm0OscF",1,0.5,5,1.5,2e+05,3e+05,4e+05,10,25,0,0.2,0.5,1.2,1.5,1.9,NA,NA,NA,NA,1e+06,2e+06,1e+05,150000,"","","","","Yes","Yes","Yes","Yes"
"True","PUaWg8Bxz21",8,4,1.6,1.2,165000,340000,1e+06,30,60,1,1,1,1,2,3.6,1e+07,1e+09,1e+06,1e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PHbsqHkEIIT",0.6,0.9,2,1.5,2e+05,350000,5e+05,50,60,5,5,10,1,2,3,NA,NA,NA,NA,3000,3000,9000,5000,"","","","","Yes","Yes","Yes","Yes"
"True","PxeyxatD502",0.05,0.03,3,2,150000,180000,3e+05,30,75,1,2,3,1.2,1.5,1.7,2e+07,2.5e+07,1e+06,1e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PRHEjWp63MD",3,2,4,3,125000,250000,3e+05,40,40,60,70,80,2,5,10,NA,NA,NA,NA,26,216,10,216,"","","","","Yes","Yes","Yes","Yes"
"True","PAtl7AT6BHb",15000,2500,5,1.5,2.29e+09,3e+09,1e+10,70,80,50,70,75,4.4,14.4,39.4,4,98,5,25,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PhRBubtEZI5",1000,600,5,2.1,2.3e+08,3.5e+08,7e+08,30,75,1e-06,1e-05,1e-04,1.23,1.27,1.32,NA,NA,NA,NA,1e+05,1e+06,4200,42000,"","","","","Yes","Yes","Yes","Yes"
"True","PGszwdpWA4M",0.05,0.03,5.5,2.4,1.5e+11,1.8e+11,2e+11,13.8,25,0,0,0,1.2,1.2,1,1e+15,1e+15,1e+14,1e+14,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PHc7abs1CeH",0.3,0.3,3,1,160000,2e+05,350000,20,40,1,5,10,1.25,1.75,3,NA,NA,NA,NA,8000,20000,25,1000,"","","","","Yes","Yes","Yes","Yes"
"True","P1RIEw9ISzZ",0.5,0.2,7,5,2.2e+07,3.6e+07,5e+07,30,85,5,18,23,0.5,4,10,NA,NA,NA,NA,2048,2048,216,2048,"","","","","Yes","Yes","Yes","Yes"
"True","PbVaRMO75mz",0.78,0.73,7,5,22000,25000,28000,20,33,20,17,15,1.3,1.6,2.1,NA,NA,NA,NA,20000,90000,1e+07,1e+06,"","","","","Yes","Yes","Yes","Yes"
"True","P1wFpNtd2i4",0.06,0.02,8,5,120000,150000,4e+05,84,200,30,40,50,1,2,6,216,2048,26,98,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PrPCyZp7fkl",4,3,230,130,1.8e+08,3.3e+08,9e+08,28,75,5,2,8,1.5,1.9,3.5,1.5e+08,4e+08,3.5e+07,2.4e+08,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PXf4YLkGKPL",0.04,0.01,5,4,175000,210000,425000,7,11,1e-04,1e-04,1e-04,2,2.5,2,9999999999,1000000010,9.9e+08,1e+09,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PuZdVVBv8tc",0.04,0.03,5,5,12579,31000,60000,30,70,20,20,20,1.4,1.7,1.9,1e+08,1e+09,1.1e+08,2e+08,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PlO2nEzlDFn",0.06,0.03,2.5,1,1.5e+11,2e+11,2.5e+11,10,20,0.5,1.5,2,2,4,6,1e+06,150000,1.5e+07,5e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PpWEjGNqmSy",0.08,0.05,1.6,1.4,230000,240000,26000,85,90,0,2,3,1.5,2,2.5,1e+07,1e+08,1000,1e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PBiOmr6d31j",0.05,0.03,2.4,1.3,2e+05,290000,5e+05,30,60,0,0,0,1.1,1.3,1.4,NA,NA,NA,NA,1000,2500,100,500,"","","","","Yes","Yes","Yes","Yes"
"True","PKNf243X0YU",6,4,5,4,7.5e+11,5e+12,1e+13,97,99.9,0,1,2,1.2,1.6,1.8,NA,NA,NA,NA,262144,33554432,32768,16384,"","","","","Yes","Yes","Yes","Yes"
"True","Pce0g3WPqHT",0.03,0.01,3,1.3,230792,329792,659792,30,80,5,10,15,1.69,2.19,3.44,5e+18,1e+25,5e+10,1e+12,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","Pp5GE31PfhI",150,300,75,50,200,500,750,30,50,15,20,30,10,20,40,NA,NA,NA,NA,75,50,100,150,"","","","","Yes","Yes","Yes","Yes"
"True","Pov1ebYBMOU",0.05,0.03,6,2,2e+05,280000,390000,35,90,1,2,10,1,1.4,2.5,200,150,30,55,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PshlkpQufxz",0.04,0.01,5,4,170000,250000,7e+05,30,50,0.5,1,5,1.5,2,1.5,NA,NA,NA,NA,10000,1e+06,20,1000,"","","","","Yes","Yes","Yes","Yes"
"True","PAv0MZqR0eM",0.04,0.02,3,2,5e+11,5e+12,1e+13,99,100,1,5,20,1.2,1.6,2.5,100,150,2,4,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","Pd1zz9vnNmO",0.06,0.04,4,2,1e+11,1.6e+11,5e+11,15,50,0,1,2,1.2,1.5,1.8,1e+10,2e+10,8e+09,1e+10,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PYsUoNKPyDP",0.04,0.02,3,2,1.24e+11,1.5e+11,2.5e+11,0.37,0.75,0,0,0,2,2.5,4,NA,NA,NA,NA,2048,2048,26,216,"","","","","Yes","Yes","Yes","Yes"
"True","PCoequ1tizF",0.06,0.04,5,2,2.5e+10,8e+10,3e+11,90,99,5,7.5,15,0.5,1.5,2.5,NA,NA,NA,NA,4096,8095,3500,5500,"","","","","Yes","Yes","Yes","Yes"
"True","PONFw0xdZo7",4,3,5,2,120,160,300,85,95,10,40,60,2.2,3.5,4.5,26,216,10,98,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PUwWxFhNVcy",0.05,5,4,3,150000,162000,199000,30,66,0,5,10,1.2,1.5,2,5e+07,1.1e+07,1e+07,1.25e+08,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PSWiESo9It7",2,1,5,3,1610000,21600000,2900000,10,25,0,0,0.001,1,1,1,1e+09,5e+09,1e+08,1e+11,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PyDf7vLWbGe",0.78,0.3,3,1.3,3e+05,5e+05,1e+06,30,65,0,0,25,1.5,3,5,1e+07,1e+08,5e+05,1e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PlgCzUyw8oU",0.05,0.07,4,1.5,130000,1e+05,80000,50,95,0,1,4,1.8,2.5,2.8,NA,NA,NA,NA,3000,4000,20,200,"","","","","Yes","Yes","Yes","Yes"
"True","PsTsoek6PUT",99,154,3.5,1.3,141.893,345345,576768,30,60,7,3,2,40,45,55,1.5e+07,1e+06,3e+05,1e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PqWcCYYQr3B",0.3,0.15,2.5,1,2e+08,2.5e+08,5e+08,88,95,10,20,30,1.1,1,0.8,NA,NA,NA,NA,4800,20000,5000,5000,"","","","","Yes","Yes","Yes","Yes"
"True","PNl5wL64TFX",0.11,0.06,1,NA,354762,131547,2568,30,20,53,61,68,2,4,5,NA,NA,NA,NA,9,5,10,99,"","","","","Yes","Yes","Yes","Yes"
"True","Pv9OOmCDs8G",0.05,0.03,5,3,2e+08,2.3e+08,2.5e+08,15,25,5,6,8,1.2,1.8,2.1,NA,NA,NA,NA,1e+09,3e+09,1e+06,1e+08,"","","","","Yes","Yes","Yes","Yes"
"True","PxWreTN2NuJ",0.85,0.03,NA,NA,306505,919515,2e+06,30,150,NA,NA,NA,2,4.5,9,NA,NA,NA,NA,216,200,2048,2500,"","","","","Yes","Yes","Yes","Yes"
"True","P849mqKynDs",0.05,0.02,5.77,2.98,4.75e+11,8.75e+11,3.9e+12,17.8,74.7,0.01,0.38,2.78,1.14,1.27,1.84,NA,NA,NA,NA,9.5e+08,9.95e+08,475000,478000,"","","","","Yes","Yes","Yes","Yes"
"True","PTmLNPammOX",8,5,4,3,125000,150000,2e+05,30,90,10,10,10,58,59,60,NA,NA,NA,NA,5000,10000,1000,10000,"","","","","Yes","Yes","Yes","Yes"
"True","Plxv9vFF58c",0.71,0.54,8,5,171505,271505,571505,33.33,36.3,0,0,0,1,1.2,0.4,3210,372740,112,1724398,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PM8kZKBdEFh",0.05,0.03,5,1.3,2e+05,260000,460000,85,90,0,0,10,1.5,2,3.2,NA,NA,NA,NA,2000,50000,100,2000,"","","","","Yes","Yes","Yes","Yes"
"True","PvEVUVXwe8v",0.8,0.5,3,1.3,20000,25000,30000,30,70,0.001,0.001,0.01,1.5,1.8,2,NA,NA,NA,NA,2048,2048,2048,2048,"","","","","Yes","Yes","Yes","Yes"
"True","PwTy20KytmA",0.04,0.02,2.5,1.5,175000,225000,265000,85,95,5,8,20,1.2,1.6,2.4,5e+07,7.5e+07,8e+05,3e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","P7NQGV5abIc",0.1,0.05,6,2,160,200,250,85,99,1,1,4,2,3,4,1e+05,1e+08,2000,10000,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PzXffbZc1ub",0.11,0.06,5.6,3.9,300,350,700,8.1,9.8,12,17.7,23.8,16.7,14,10.2,NA,NA,NA,NA,870,985,700,905,"","","","","Yes","Yes","Yes","Yes"
"True","PKaUKvu4Ak5",0.05,0.03,2,1,180000,250000,450000,40,80,5,10,10,1.3,1.5,1.6,1e+05,1e+06,30,1e+05,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PpZsji3qrTS",3,2,2.5,2,230000,360000,5e+05,35,85,0,0,0,1,1.04,1.06,2e+08,1e+08,1500000,1e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","P80EKmlrlyF",60,55,25,55,65,67,70,45,55,60,69,72,25,40,55,26,50,35,40,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","P8gjHjJrKpp",0.03,0.01,4.5,3.2,170,280,550,30,90,0.01,0.03,0.05,1.2,1.6,1.8,NA,NA,NA,NA,80,10000,150,250,"","","","","Yes","Yes","Yes","Yes"
"True","PY5KybM5FPN",0.09,0.05,7,3.5,2e+05,5e+05,1e+06,90,100,1,0.75,0.5,0.8,0.5,0.25,NA,NA,NA,NA,1e+06,1e+07,1e+06,1e+06,"","","","","Yes","Yes","Yes","Yes"
"True","Pk3F1vO3cVs",0.06,0.02,1,0.8,135,148,186,10,30,1,5,15,1,1,2,1e+35,1e+23,1e+14,1e+25,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PfROGxvG8jS",2e+10,1e+10,5e+06,1.5e+07,60,50,10,50,95,5,25,50,2,7,10,100,100,100,100,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PwZly3HNvFS",0.06,0.03,1,0.5,150000,5e+05,1e+06,25,40,25,45,70,1,1.3,1.7,1.5e+07,1.6e+07,5e+07,7e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","Pb4CcdUSKmk",24,12,3,1.3,2e+05,3e+05,640000,30,80,1,1,1,1.5,2,3,5e+07,1e+08,1e+07,1.5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PQQKAsNWko8",1.7e+08,1.4e+08,1200000,8e+05,140500,143000,150000,30,55,60,65,90,1.5,1.78,0.98,NA,NA,NA,NA,2048,216,2048,216,"","","","","Yes","Yes","Yes","Yes"
"True","PPebVkRuOMU",0.75,0.7,1.5,1.2,126505,226505,426505,84.5,94,0.25,2,15,1.5,2,2.1,1e+06,1.8e+07,1e+07,1.5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PfIy4wYFDq9",0.07,0.03,2,1.5,2e+08,2.5e+08,5e+07,30,55,5,10,20,1.3,1.6,2,NA,NA,NA,NA,25,50,25,10,"","","","","Yes","Yes","Yes","Yes"
"True","PfSyPMmGlZM",0.03,0.01,2.75,2.5,2e+08,3e+08,7e+08,52,90,1,1,1,1.5,1,0,5e+08,5e+08,5e+07,5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PVgFMnkvzCL",6,4,6,3,210,325,555,70,90,0.01,0.03,1,1.5,1.9,2.2,1e+08,1e+10,1e+06,1.5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","POUYckrocsT",0.05,0.04,4.5,2,222000,444000,9233814,0.85,0.88,1,4.5,25,1.5,2,4,1e+07,5e+06,1000,1e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PHBNc5GPxDQ",0.05,0.03,4,2,7e+11,1e+09,5e+09,88,99,0,0,0,1.5,2,2.5,1e+06,1e+09,20,60,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","P7omHY3ct0n",0.05,0.03,2,1.5,1.6e+08,2e+08,5e+08,30,70,3,10,50,1.5,2,5,2,10,2,10,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PewCd1TYTl6",5,4,5,2.4,130,140,160,30,50,0,0,0,2,2.5,3.7,NA,NA,NA,NA,5e+05,1e+06,1e+05,2e+05,"","","","","Yes","Yes","Yes","Yes"
"True","PvsYd9YDYku",0.04,0.03,4,2,2.7e+08,5e+08,2e+09,90,100,0,0,0,1.5,2.5,3.5,1e+08,4e+08,4e+07,6e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PSfoxPsAQ5k",0.8,1.2,2,6,13,44,14,4,2,1,4,5,4,5,13,NA,NA,NA,NA,1042,4,7888,849,"","","","","Yes","Yes","Yes","Yes"
"True","PFp17CqRi4u",0.6,1,8,5,2e+05,250000,350000,10,40,0,1,5,1.5,2,2.5,9e+08,1e+09,1e+08,1e+11,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","P3fnbgDMBVn",0.9,0.4,3,1.3,220000,250000,275000,30,80,0,0,0,1.6,2.4,6,NA,NA,NA,NA,2000,8000,1000,2000,"","","","","Yes","Yes","Yes","Yes"
"True","P61hIJf7NIC",0.06,0.04,5,2,2e+09,8e+09,1.2e+10,9,15,0,10,30,1.6,2.2,-3,3e+05,4.5e+10,1000,1e+06,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PpKB3TeB1br",0.05,0.025,3,0.5,2.5e+11,5e+11,1.5e+12,85,97,1,5,5,1.5,2,2,NA,NA,NA,NA,1000,10000,10,50,"","","","","Yes","Yes","Yes","Yes"
"True","Pr3D5FOEN06",0.001,7e-04,5,2.5,180000,250000,8e+06,20,30,0.5,2,10,1.5,2.5,3,1e+11,1e+11,5e+07,1.5e+07,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
"True","PFXnBLumyjq",0.05,0.02,4.5,1.6,1e+12,2e+12,5e+12,95,100,5,10,20,1.25,2,3,NA,NA,NA,NA,10000,10000,1000,5000,"","","","","Yes","Yes","Yes","Yes"
"True","PTzmcTo8HLY",5,4,8,3,150000,3e+05,1e+06,30,80,30,10,5,1,0.6,0.4,NA,NA,NA,NA,216,1300,50,800,"","","","","Yes","Yes","Yes","Yes"
"True","PCUNo0jI2yi",0.1,0.05,5,4,3e+08,6e+08,8e+08,85,98,2,3,5,2,4,6,NA,NA,NA,NA,1000,10000,100,10000,"","","","","Yes","Yes","Yes","Yes"
"True","PVjuG2FZBBg",1e+09,2e+09,5.5,3.25,1e+06,5e+07,1e+08,30,75,3,10,20,2,5,4,1100,20000,20000,1000,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","","","",""
