"Finished","ID","Lab.Leak_1_1","Lab.Leak_2_1","Lab.Leak_3_1","USGDPFromSoft_1_1","USGDPFromSoft_2_1","USGDPFromSoft_3_1","ComputeCost_1_1","ComputeCost_2_1","ComputeCost_3_1","GFLOPS_1_1","GFLOPS_2_1","GFLOPS_3_1","Pew_1_1","Pew_2_1","Pew_3_1","Happiness_1_1","Happiness_2_1","Happiness_3_1"
TRUE,"PxeyxatD502",0.001,0.02,0.05,3.13,5.12,8.19,10000000000,200000000000,500000000000,0.01,0.0001,0.00001,32,30,25,85,84,82
TRUE,"P7hGbwnLdGN",0,0,1,5,8,30,22000000000,35000000000,50000000000,0.5,0.4,0.1,30,35,50,82,78,65
TRUE,"PWgMpkTCwaB",5,10,15,5,8,20,10000000000,200000000000,1000000000000,20,24,35,10,30,50,88,90,94
TRUE,"PaVBc56tB6K",0,1,3,5,8,15,NA,NA,NA,1,0.01,0.001,50,70,90,83,75,60
TRUE,"PcwIEA0Nm2k",0,0,1,3.2,3.5,5,10000000,10000000,10000000,0.01,0.001,0.00001,33,33,33,86,85,83
TRUE,"POBORIBwp2r",NA,NA,NA,2.6,2.8,3.03,110000000,300000000,14000000000,20000000,30000000,1000000000,40,60,75,60,55,70
TRUE,"PQ9ZPt9EVhG",25,15,5,3.5,4.2,6,15000000000,25000000000,75000000000,10000000,13000000,20000000,45,40,35,48,36,45
TRUE,"P21O8B79abi",1,5,10,3.05,3.5,5,5000000,7000000,15000000,0.0048,0.00000786,0.0000000000000865,48,42,35,83,78,65
TRUE,"PMwPHSHdDSj",0,1,1,4,4.5,6,399999999999999966445568,499999999999999991611392,19999999999999997516972032,0.03,0.02,0.02,25,25,20,85,80,80
TRUE,"PiX09hmMLu5",0,1,2,2.99,3.04,3.29,5000000,10000000,20000000,0.03,0.02,0.01,38,46,59,94,92,90
TRUE,"PomJVPUeanA",1,3,10,20,30,50,0.5,1000000000,6000000000,1000000000,0.5,0.25,20,40,60,10,5,3
TRUE,"Pr3D5FOEN06",0,0,0,3.5,5,10,1000000000,200000000000,100000000000000,0.02,0.00001,0.0000001,35,37,40,87,85,84
TRUE,"P6aHFJzXWeD",0,0,1,3.3,5,10,50000000,250000000,1000000000,0.02,0.01,0.0001,45,30,10,85,80,95
TRUE,"PumzVqun6if",0,1,3,40,55,75,100000000,1000000000,20000000000,3,10,30,30,20,5,50,80,90
TRUE,"Pvi6EKz3Bgu",0,1,2,3.05,4,6,5000000,10000000,25000000,0.01,0,0,30,25,20,85,87,95
TRUE,"PZT6ic6C81k",0,0,1,3.2,3.5,3.7,1000000000,0.75,0.5,0.02,0.01,0.005,38,35,30,86,84,82
TRUE,"PsYDT3BlBFe",0,0,5,3.05,3.6,5,9,7,2,0.03,0.02,0.008,43,38,15,83,78,69
TRUE,"P4tnkPY5XdJ",0.05,0.2,0.5,3.5,6,8,1000000000,20000000000,200000000000,0.01,0.001,0.0001,40,35,30,85,80,80
TRUE,"Pr7vNYpxxi6",0,1,1,5,8,20,600000000000,500000000000,200000000000,100,10,1,40,50,80,70,60,55
TRUE,"P5XinO5xMpI",0,0,0,7,12,25,1000000,5000000,10000000,0.01,0.002,0.0001,33,30,30,85,82,85
TRUE,"Pvb5DJ5g7Ba",0,0,1,4.1,5.4,7.8,50000000,62000000,75000000,0.02,0.01,0.01,37,40,30,86,87,88
TRUE,"PQglMArswRZ",0,2,7,5,18,12,100000000,150000000,80000000,1000000,1100000,1300000,30,45,55,75,82,78
TRUE,"PFqxodhHIsn",0,1,2,3,3,5,20000000,20000000000,20000000000,0.02,0.01,0.075,50,70,30,85,85,85
TRUE,"PZwaRHr73wr",0,0,0,3.5,4,7,100000000,300000000,10000000000,0.01,0.0001,0.0000001,30,25,20,90,90,90
TRUE,"PkN7ltdyOU0",10,10,30,4,8,20,10000000,20000000000,200000000000,8400,8400,10000,35,45,50,42,40,40
TRUE,"PthGsg5cnfC",0,1,1,3.1,3.8,6.5,16500000000,80000000000,80000000000,0.01,0.005,0.005,45,37,37,85,79,78
TRUE,"PVgFMnkvzCL",0.05,0.05,0.06,3,4.5,6,5,7,8,0.01,0.005,0.001,32,30,28,84,83,87
TRUE,"PwrDLt8D876",0,0,1,5,12,16,2.5,25000000000,600000000000,0.01,0.005,0.00001,45,60,50,85,60,45
TRUE,"PkogxyiRsdv",0,0,0.5,3.05,3.6,5.2,50000000000,150000000000,300000000000,0.03,0.15,0.005,48,53,65,30,25,20
TRUE,"PIXDKZcntTB",0,1,1,4,5,6,2,4,8,0.05,0.1,1,35,40,55,80,75,60
TRUE,"Ppncxaa8Fe6",1000,5000,10000000,40,50,70,10000000,100000000,500000000,20,10,6,10,40,70,40,30,20
TRUE,"PI1ighZQeKQ",2,5,12,12,17,26,5000000,90000000,300000000,5,22,54,70,50,20,60,75,98
TRUE,"Px5jlFbWOHG",0,0,1,3.5,5,10,15000000,30000000,200000000,0.01,0.002,0.00001,31,35,40,92,89,88
TRUE,"Pd1zz9vnNmO",0,1,2,3,5,10,20000000000,200000000000,500000000000,1,2,8,33,25,10,85,80,85
TRUE,"P8gjHjJrKpp",0,0,1,3.5,4.2,4.6,5000000,6000000,10000000,0.005,0.002,0.0005,57,65,75,85,82,75
TRUE,"P2DkTqyg54x",1,3,6,3.5,3.8,5,5000000000,10000000000,5000000000,15,16,18,40,50,60,30,30,30
TRUE,"PN0pAUuAxIN",0,0,0,3,3,3,10000000000,10000000000,5000000000,0.08,0.04,0.01,52,56,48,88,87,86
TRUE,"PawWuGQCztp",1,1,2,8,15,35,100000000,100000000,100000000,0.02,0.01,0.01,30,60,80,40,30,25
TRUE,"Pk3ZpFvbsBL",2,6,10,4,6,15,40000000,100000000,1500000000,0.02,0.01,0,35,25,15,1,3,7
TRUE,"PTPTfzCjdER",0,0,1,3.1,4,5,15000000,45000000,65000000,0.2,0.09,0.05,40,30,20,80,85,90
TRUE,"P1lyU9dv37Z",0,0,1,3.4,4.1,6.2,10000000,7000000,1500000,0.3,0.15,0.01,32,26,14,85,82,75
TRUE,"Pdi3wrrFJFh",0,0,1,3,3.9,5.2,5520000,8000000,16000000,0.03,0.02,0.01,33,30,28,84,80,75
TRUE,"PHnjPpx8QpB",0,0,0,3.9,9.12,26.52,600000,18000000,100000000,0.1,0.04,0.001,33,30,39,86,88,92
TRUE,"P1P7xld51HN",0,0.5,1,3.5,4.5,8,30000000,70000000,200000000,0.5,0.9,1.5,34,40,45,85,86,87
TRUE,"Pp8htGBZ42V",0.000001,0.00001,0.001,10,12,20,399999999999999966445568,600000000000000016777216,5999999999999999899336704,0.02,0.02,0.01,32,30,25,82,78,65
TRUE,"PYsUoNKPyDP",1,2,3,3.4,4,6,4000000,3600000,2800000,0.03,0.01,0.005,33,28,20,91,90,92
